sentiment,text
Neutral,Speed Dating For A New President? Interesting Article on the #GOPDebate. :-)  http://t.co/qNtY6HdHr3
Neutral,"RT @BradBannon: ""Was GOP Debate a Campaign Preview or Rearview?"" by @BradBannon on @LinkedIn https://t.co/n0mko8qQIE #UniteBlue #P2 #POTUS …"
Negative,"RT @DykstraDame: The #GOPDebate was like a super crappy cage fight of blustering, bumbling, old wrinkled-up tuckus clinchers without the ca…"
Negative,RT @GovMikeHuckabee: The military is not a social experiment. The purpose of the military is to kill people and break things. #ImWithHuck #…
Neutral,RT @bennydiego: BREAKING: It's a tie for the winners from the #GOPDebate http://t.co/8iM3NfxJIa
Neutral,"@TVMoJoe Just curious, have I missed your ratings tweet about the #GOPDebate?"
Neutral,"RT @ChipMarks14: ""The military is not a social experiment. Its purpose is to kill people and break things.""
- Mike Huckabee 

#GOPDebate"
Negative,RT @CrissGhoul: YOU ARE NOT PRO LIFE. YOU ARE PRO CONTROL. YOU ARE PRO RELIGION. YOU ARE PRO YOU.  THIS IS NEVER ABOUT THE MOTHER. #GOPDeba…
Negative,"RT @RedStateJake: Solid debate tips - take a gander, @GOP:

http://t.co/4PuFJ36dLa

#GOPDebate #teaparty 
#tcot #tlot #icon http://t.co/wpi…"
Positive,RT @JohnKasich: Creating jobs is our greatest moral purpose because they strengthen our families &amp; communities. #GOPDebate http://t.co/80Xe…
Positive,"RT @nevagphx1: @CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POT…"
Negative,If you're a woman who supports R party please wake up and get informed. #GOPDebate
Positive,Kasich the clear standout among #GOPDebate cannon fodder. But his record contradicts statements on LGBT acceptance: http://t.co/YNucKULnjV
Neutral,"Primary is still a long way away, so my favorites could change, and I hope we see more of these candidates than just sound bites. #GOPDebate"
Negative,"The anti- @CarlyFiorina unit of the #Clinton Personal Destruction Force is now working 24/7, I'm sure. #GOPDebate https://t.co/p0dT5s5TIY"
Neutral,"RT @GovMikeHuckabee: As President, I'll end the national disgrace of failing to care for vets who sacrificed for our country -&gt; http://t.co…"
Neutral,At least he was honest about it. #GOPDebate  https://t.co/7Bo2pRPmX2
Neutral,RT @BennettCartoons: 8/7/2015- The Glass Slipper #GOPDebate #GOPPrimaries #RepublicanField http://t.co/fyhZzN5qP3
Positive,"RT @1216BJ: #GOPDebate: Carly Fiorina Dominates Social Media, Even Beating Out Trump - Fox Nation http://t.co/VUeEveRdDy"
Negative,RT @rachelmartinart: I wonder if the #GOPDebate will address actual solutions for climate change and clean energy. #DebateWithBernie
Negative,"RT @vivigold197: @realDonaldTrump: misogynist, ignorant, xenophobic and greedy: another proof that money does not buy class. #GOPDebate #GO…"
Neutral,@Anti_SLAVERY Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
Negative,"RT @ImmigranNacion: @JebBush #GOPDebate #USA, seriously, would you vote for any of these CLOWNS? We NEED #CIRNow #AINF #TNTVote http://t.co…"
Positive,"RT @WayneDupreeShow: Disagree all you want

#GOPDebate was hit job on @realDonaldTrump and calculated mute job on @SenTedCruz @RealBenCarso…"
Positive,I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.
Neutral,ٌR▀█▀ 4 exotic designs for diamond rings http://t.co/9Whr8sL3Tp #YouTube http://t.co/dJb1fKJs3j #GOPDebate #Chemieunfall #Compton #Lion…
Positive,RT @GovMikeHuckabee: Let's take America from Hope to Higher Ground. Will you help? --&gt; http://t.co/tky8Smc27y #ImWithHuck #GOPDebate http:/…
Neutral,The second-tier #GOPDebate participants would have had an audience if they debated Bernie Sanders.
Negative,what is Chris Cristie on about Re: abortions? This is absurd. #GOPdebate
Neutral,#GOPDebate Im still voting blue! http://t.co/AZyUpu6oyd
Negative,I'm eating lunch out and these two old ladies discussing the #GOPDebate is giving me life. They shading shit outta Christie and Trump.
Negative,RT @Ali_Davis: Tonight's #GOPDebate was an important reminder that these guys think of women as carrying cases for fetuses.
Positive,"RT @RealBenCarson: May the Lord guide my words tonight, let His wisdom be my thoughts. #GOPDebate"
Neutral,"RT @TheJimHughes: Note to Kasich - the question wasn't about ""love"" it was about ""gay marriage"" #TheBigDodge #GOPDebate"
Negative,RT @Squintz1983: #GOPDebate pretty much http://t.co/fHg7FmG42d
Neutral,"RT @palmaceiahome1: Rush Limbaugh to Megyn Kelly ""I know no Democrat Candidate would be treated the way Megyn Kelly treated Trump."" #FoxNew…"
Negative,RT @deray: Trump literally said that he donates to politicians and then calls them later to get what he wants. He literally just said that.…
Neutral,"RT @itsWillyFerrell: Meanwhile, back at the White House...  #GOPDebate http://t.co/Un7gNNUhB7"
Negative,"#GOPDebate none of the presidential candidates brought a fucking gom jabbar, i mean at least liven up your crazy"
Neutral,RT @_youhadonejob: Donald Trumps hair arrives early for the Republican Party presidential debate. #GOPDebate http://t.co/cQuPKRyBse
Positive,"RT @GovMikeHuckabee: ""He was just so eloquent...He knew what he was saying. He believed what he was saying."" #ImWithHuck #GOPDebate
https:/…"
Neutral,ReTw EmotientInc: Emotion-Reading Technology First &amp; Only To Analyze Audience Reactions To #GOPDebate: … http://t.co/DKBgXzQxHp
Negative,RT @TheBaxterBean: Fact-Checkers Proved Scott Walker Literally Lies More Often Than He Tells The Truth http://t.co/KeOeBNRWGU #GOPDebate ht…
Negative,RT @pattonoswalt: I want @BernieSanders to quietly walk out onto this stage and five-point-palm-exploding-heart all these hollow beasts. #G…
Positive,"#GOPDebate Debate was good once they quit throwing crap at @realDonaldTrump and got substantive.  Candidates handled the ""gotcha"" questions."
Negative,RT @BRios82: These clowns didn't even tackle Climate change. They didn't mention Inequality at all. Are you surprised? #GOPDebate http://t.…
Negative,RT @pattonoswalt: Are they going to ask Lenny Kravitz's penis ONE question? This is very disrespectful. #GOPDebate
Positive,So who watched the GOP Debate last night and saw Trump #DonaldTrump #GOPDebate @realDonaldTrump #TrumpForPresident
Negative,"#FactChecking the #GOPDebate 
http://t.co/N72RUBXxcv
Unsurprising-but-massive levels of lies and truth-stretching and general bullshittery."
Negative,Wonder how much of tonight's #@megynkelly show will be about her  #GOPDebate #FoxNews
Positive,RT @chooseliferacer: #GOPDebate Never lose focus on the truly important issues #DefundPP &amp; #PraytoEndAbortion http://t.co/OxIoW3YjS4
Negative,RT @3ChicsPolitico: Trump calling @megynkelly a bimbo is reprehensible. This is about choosing a candidate for president NOT the Jerry Spri…
Neutral,#Repeal was the word of the night. #GOPDebate
Negative,"RT @rebleber: Not mentioned in the #GOPdebate:
Voting rights
Climate change
Gun violence
Police shootings
Student debt
Inequality"
Negative,RT @CarlyFiorina: It’s almost time! Tune into @FoxNews at 5:00 p.m. EDT #GOPDebate #Carly2016 http://t.co/hEV7fe4HhR
Positive,This is an amazing degree of commitment to a running joke http://t.co/VpxxlxEvHi #GOPdebate #photobomb
Positive,"RT @GovMikeHuckabee: .@FoxNews focus group: ""He was very articulate, very relatable, &amp; made a lot of good points."" #ImWithHuck #GOPDebate
h…"
Negative,RT @TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/88QwTnPuIR
Neutral,"RT @BraveConWarrior: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/T7MGjn2vEr"""
Neutral,"RT @WayneDupreeShow: Maybe on the next #KellyFile @MegynKelly will go after @krauthammer 20 year positions because he switched parties too
…"
Negative,RT @G_Humbertson: Perry says he would rather send @CarlyFiorina to negotiate with Iran than John Kerry. #GOPDebate
Positive,"NOT A FAN OF #FoxNews @megynkelly but she deserves better than to be called BIMBO by #lDonaldTrump for doing her job

#GOPDebate #UniteBlue"
Positive,Excellent post-GOP debate analysis from my friend @rmanning957 of @LimitGovt ... http://t.co/gIUogvMNNc #GOPDebate
Positive,RT @WhoIsSizzle: Hillary spent the #GOPDebate with Kim and Kanye ... This is what I love to see http://t.co/H9T0a4IJxX http://t.co/KqS216nB…
Neutral,RT @RealAlexJones: '@RealAlexJones will be taking twitter questions on #GOPdebate in 3rd hr of today's show. Watch live 11am-2pm ct: http:/…
Neutral,"RT @kelkulus: SURPRISE TWIST: Kevin Spacey appears on stage, taps his ring on the podium, then pushes all 10 candidates in front of a train…"
Neutral,"@exjon @EssmailPatricia @CuffyMeh 
Trump supporters threaten to take Nerf ball home after hard hit.
#GOPDebate #TrumpsPeePeehurts"
Positive,"RT @WAGNERGIRLE: Thank you @tedcruz for speaking out on #govermentcartel 

#MakeAmericaGreatAgain  #SecureTheBorder #GOPDebate http://t.co/…"
Neutral,RT @MattyIceAZ: IRONY: Watching 10 men debate women's right to choose. #GOPDebate
Neutral,The First #GOPDebate: Social Media Reaction and More http://t.co/Ih9KSywL7Y
Negative,Who's the real illegal alien AMERICA  #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
Positive,Which candidate really likes hugs? The one word that defined each one's #GOPDebate http://t.co/RGHrEnzEwI http://t.co/rZZzG0m3P0
Neutral,#GOPDebate #AffordableCareAct more #flaws than the #Constitution #repeal it http://t.co/oZMIdags6W    #jpnet http://t.co/iU7jNB5Fte
Neutral,RT @IamTheDenk: #GOPDebate tonight. Really just wanna see who can cut the best promo.
Neutral,John Oliver: the new Jon Stewart. Can't wait for his coverage of #GOPDebate #JonVoyage
Positive,RT @LittleLadyCassy: #GOPDebate Loving Fiorina. Smart and on point!
Neutral,Check out the candidates' best lines from the first #GOPdebate http://t.co/JI0J6pNSIS #tcot #alpolitics
Neutral,"RT @ARTEM_KLYUSHIN: Here are some of the highlights from last night's #GOPdebate
https://t.co/3e1lnT2Tql"
Negative,"Donald Trump: Reagan Was A Con Man Who Couldn't 'Deliver The Goods' | ThinkProgress
#GOPDebate http://t.co/LHmRKxWvcI"
Positive,GmaDawny: RT RhondaWatkGwyn: #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet http://t.co/Ba4O0Kwluu
Neutral,2016 @GOP Primary Tourney - @NCAA bracket format to narrow 16 candidates to final 4 #GOPDebate @RealClearNews http://t.co/ocEtmHT6Ba
Negative,#GOPDebate didn't offer a single solution to any salient issues
Negative,#GOPDebate so which presidential candidate stuck their thing into the presidential electric sharpener
Neutral,Emotion-Reading Technology First &amp; Only To Analyze Audience Reactions To #GOPDebate: http://t.co/LtqgCdy60w http://t.co/bYwwEdhVgg
Neutral,RT @AnneBayefsky: .@SenTedCruz: any American who leaves &amp; joins #ISIS should lose their passport. So there's no coming home. #GOPDebate
Positive,"RT @JGalt9: Love that Cruz introduced a bill to strip citizenship from Americans who join ISIS 
#GOPDebate http://t.co/MylrLV0U7e"
Neutral,"@joshbretow dude I totally thought the PFTCommenter pic from the #GOPDebate was photo shopped, guess not, hahaha so righteous"
Positive,RT @richarddeitsch: .@FrankBruni on #GOPDebate is a writer at the top of his game: http://t.co/jTs30aLyUi
Positive,Kind of glad I didn't get to watch the #GOPDebate yesterday. Better for my mental health! 😊
Neutral,"@Bipartisanism Well, technically we didn't, but the Supreme Court said we did.  #GOPDebate"
Neutral,"Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKruse #GOPdebate"
Negative,RT @amaraconda: I SWEAR TO GOD IF ANOTHER CIS WHITE MAN SPEAKS ON ABORTION LIKE THEY KNOW WHAT ITS LIKE BEING PREGNANT......... #GOPDebate
Neutral,"Fun game: When re-watching the #GOPDebate replace the word ""God"" with ""Koch Bros"" or ""Reagan."""
Negative,@ElianaBenador @PoliticalShort @Samlove0313Love @_AndyBryant @ebenjones @mjgranger1 #GOPDebate Trump too selfish &amp; immature to have power.
Neutral,After my #GOPDebate tweet-athon I think I gained 200 political satirists followers but lost 250 of my teacher peeps.  U can't win them all.
Neutral,"RT @fakedansavage: Kelly: ""You call women you don't like 'fat pigs,' 'dogs,' and 'disgusting animals.'"" Trump: ""Only Rosie O'Donnell."" Crow…"
Negative,RT @ethicistforhire: Ten rich narcissists spouting nihilistic applause lines is not a debate. It is a Zeitgeist… #GOPDebate
Positive,Really thought @marcorubio had a solid performance last night! #GOPDebate
Positive,"Smartest &amp; wisest man in the room last night barely got any speaking time, I'm a little salty about that #GOPDebate @RealBenCarson"
Neutral,Highlight video part 2 from the #Iowa #GOPDebate parties last night. Full video here. https://t.co/ZAQ07p8qY6 http://t.co/b2meuKtY63
Positive,"RT @GovMikeHuckabee: ""@GovMikeHuckabee had a good night...he did well tonight."" - @BretBaier #ImWithHuck #GOPDebate
https://t.co/FN6m0gMKnq"
Negative,"RT @Writeintrump: Hey Megan Kelly, ask Kelly Osbourne how attacking me this week worked out for her.  #GOPDebate"
Positive,RT @megynkelly: .@tedcruz gets powerful response from @FrankLuntz focus group. #KellyFile #GOPDebate
Positive,RT @RickCanton: #CruzCrew - the outsider. Always tells the truth. Honors commitments. #GOPDebate http://t.co/WHEoRxlcid
Negative,"RT @MsPeoples: jebbush tell me more about this  ""hang em by the neck"" wing of your party....#GOPDebate #KKKorGOP https://t.co/8fgWctd2bb"
Neutral,"If you're sick of #GOPDebate analysis, wait until Sunday night when @iamjohnoliver and @LastWeekTonight are locks to make us all LOL."
Negative,"i dont care if you think you dont have time to be PC, being respectful to women is something that should be in your nature #GOPDebate"
Positive,"RT @zellieimani: Ben Carson: No one seems to see me or cares what I have to say . 

But racism doesnt exist. #KKKorGOP #GOPDebate http://t.…"
Neutral,RT @Bipartisanism: Get ready to play #GOPDebate bingo! http://t.co/rWgY9doZX6
Negative,It's not a coincidence that you couldn't watch the #GOPDebate unless you had cable.
Neutral,"RT @RedStateJake: NEWSFLASH: You need to be knocked down a peg or 3, @megynkelly.

#GOPDebate #KellyFile
#PJNET #tcot 
#MegynKelly http://t…"
Neutral,"Winners of the #GOPDebate as far as I'm concerned:
@CarlyFiorina 
@JohnKasich 
@RealBenCarson 
@marcorubio"
Positive,"RT @AlexisinNH: Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate"
Negative,"#gopdebate Both debate stages were so filled with liars, traitors, double-talking cheaters, deceiving misogynists it stunk to high heaven."
Neutral,If we played #GOPdebate survivor @CarlyFiorina @BobbyJindal should replace @ChrisChristie &amp; @GovMikeHuckabee http://t.co/yfaJHhIVKG @gannett
Neutral,RT @Writeintrump: Anyone know why Megan Kelly was so pissed at me during the #GOPDebate? I'm pretty sure I was never married to her.
Negative,"RT @Jayedilla: Surprise surprise, @GovMikeHuckabee thinks #trans life is a ""social experiment"" #GOPDebate"
Negative,"RT @BobLonsberry: Biggest losers in the #GOPDebate were @megynkelly and Chris Wallace. Cynical, arrogant, condescending game-show hosts."
Positive,"RT @megynkelly: Crazy day, fun night, exhausting week. This is moments before the #GOPDebate - firing up for the big event. http://t.co/vwG…"
